name	logFC	AveExpr	t	P.Value	adj.P.Val	B
ATP2A3	ATP2A3	0.137490027815991	8.5563518043924	0.509433164883359	0.61360718790781	0.685460058880381	-6.80043389856802
ATP6V0A1	ATP6V0A1	-0.0883477248657627	9.3828595697407	-0.505892028162923	0.616156338542189	0.687393018214176	-6.80192166497996
DCXR	DCXR	-0.0902535352068341	10.133812759825	-0.499809458905544	0.620483294207651	0.691757578041126	-6.80424447034628
UNC45A	UNC45A	0.0731892469359323	8.50311416308596	0.499366040972818	0.62089259684811	0.691757578041126	-6.80427780090327
ME2	ME2	0.0865477900917924	10.074555194093	0.495581772187252	0.62324961874275	0.693662184331978	-6.80747332320421
H2BC13;H2BC9;H2BC15;H2BC5;H2BC5;H2BC18;H2BC14;H2BC12;LOC102724334	H2BC13;H2BC9;H2BC15;H2BC5;H2BC5;H2BC18;H2BC14;H2BC12;LOC102724334	-0.0658207763653529	14.4389504614366	-0.495325915399309	0.623428371743273	0.693662184331978	-6.80760155284305
DNAJC13	DNAJC13	0.145753145355496	8.42782304848454	0.493634289336353	0.624792167972511	0.693800297636141	-6.80770906457279
EMILIN1	EMILIN1	-0.100311298942295	10.7712073508474	-0.493584005650275	0.62464596228737	0.693800297636141	-6.80847282292861
MACROH2A1	MACROH2A1	0.071920824160582	12.4821434853833	0.493462562710062	0.624730890512031	0.693800297636141	-6.80853345349928
NAP1L4	NAP1L4	0.0608545816009283	10.3259405230273	0.491969943575335	0.625775142346684	0.69443256047593	-6.80927744402123
AGR3	AGR3	-0.179565704513772	10.466727492195	-0.488955870414744	0.627973314908568	0.696411622015512	-6.81065599631088
CAB39	CAB39	0.0555633718236628	9.48593792101194	0.488144407670583	0.62854204382873	0.696582238672236	-6.81084930411917
NCK1	NCK1	0.0629100030324192	8.82334791178173	0.484310834899915	0.63123198428052	0.699101913988782	-6.8127364375647
EMD	EMD	0.0719088772748915	10.0149909887593	0.480931964937281	0.633521627419488	0.701175222437258	-6.81471026194047
EPS8L2	EPS8L2	0.1415344707704	9.43893629522977	0.477227786994804	0.636130705877945	0.703599114077121	-6.81650617009836
ISYNA1	ISYNA1	-0.0835786268863004	10.113474002043	-0.474082290414183	0.638434067571493	0.70568189562379	-6.81769975864216
PSMA7;PSMA8	PSMA7;PSMA8	-0.0454349308581907	11.9906635938211	-0.471524085135934	0.640157383488398	0.707121215050671	-6.81924470891901
FLOT2	FLOT2	-0.0703365048373001	9.61616150541071	-0.468849500809547	0.642049398813415	0.708744865619805	-6.82051766929804
CUL5	CUL5	-0.0752812606254043	9.18947613503473	-0.462904214562964	0.646263800899714	0.712460224366789	-6.82332169245821
RAB14	RAB14	0.0383650120496899	11.2478575292322	0.462211829649922	0.646755381930024	0.712534308569888	-6.82364594956536
SNX12	SNX12	-0.0428170499202896	8.9433755087363	-0.405425436874328	0.687747902020505	0.745467222396661	-6.82415591169098
HP1BP3	HP1BP3	0.0694374471065604	11.5962682838897	0.460216742213858	0.648172757354565	0.713627580064469	-6.82457760566371
PGD	PGD	0.0940124250539203	11.8848609543499	0.458380853033122	0.64947820898061	0.714596273183777	-6.82543140223415
SCCPDH	SCCPDH	0.0665506689991382	10.3844736045547	0.452858010433096	0.653412113389738	0.71845379068852	-6.82797951628722
GAA	GAA	0.158852145674746	9.57548576737724	0.45197992767292	0.654118155085187	0.718554165043378	-6.82806752490976
TNC	TNC	0.174091952183602	10.5036809627853	0.45164184079634	0.654359331954333	0.718554165043378	-6.82822231842561
CORO1B	CORO1B	0.0659379568758709	10.4183195537539	0.450410084485071	0.655158990739116	0.718962055850311	-6.82909916932675
IDH1	IDH1	0.108124071517366	11.4919897727192	0.448969573494835	0.656187882768297	0.719620806772025	-6.82975523863895
SAMM50	SAMM50	-0.0476211277716541	9.89432381724633	-0.447247473598262	0.657418794030937	0.720500101291085	-6.83053682881532
PSMB5	PSMB5	0.0947602350547783	9.84273049983657	0.444640033942521	0.659284367359336	0.721743664212004	-6.83171458582853
PTK7	PTK7	0.107879637047771	11.0961659892146	0.443179798375757	0.660408009963636	0.722361595263156	-6.83205938470929
ACSL3	ACSL3	0.0821108176175311	9.48251975200417	0.438362806675598	0.663784660423691	0.725582320866782	-6.83452202085453
TXNL1	TXNL1	0.0561469923048055	10.1243794842924	0.436971390102364	0.664860596883717	0.726285583713573	-6.83482892503437
WASF2	WASF2	-0.0381875130589933	9.63298194437654	-0.265027835325676	0.792665374967766	0.832844283210812	-6.83593661865731
HIBCH	HIBCH	0.0820761882588918	9.32297947564819	0.434636863876937	0.666461884294377	0.727561445858426	-6.8361697436194
PCCB	PCCB	-0.140364937359006	8.66285853232697	-0.370943494619142	0.713020019561802	0.767410649259145	-6.83793067265914
TAP1	TAP1	-0.132791805649624	9.79036391190479	-0.430144081927253	0.669696008944148	0.730617023403005	-6.83813807971715
COLGALT1	COLGALT1	-0.0961619265291116	9.40763220025788	-0.428375150649886	0.670971131181568	0.7315328112038	-6.83890751491635
VPS16	VPS16	0.0730844225872342	8.96413507549193	0.42552401668231	0.673181700887161	0.732697787924206	-6.83944271495242
NDUFA9	NDUFA9	0.0683267004681039	9.87841101759469	0.426869106667636	0.672057532284747	0.732241788907261	-6.83956012857067
CTSG	CTSG	0.0923884452521477	10.8921235951865	0.215368873835167	0.830828509808831	0.865897621333971	-6.84151789766965
DUSP3	DUSP3	-0.0417368029371925	9.85075594832546	-0.418371344679566	0.678273836545539	0.737578867590647	-6.84289495172973
GPD2	GPD2	0.0703078824161256	10.0367762145568	0.417386426128687	0.678914301093593	0.737797483194915	-6.84361699375344
WNK1;WNK4	WNK1;WNK4	-0.0576799592129635	8.25449705896103	-0.231990846861819	0.81800285598533	0.855042399877297	-6.84441401576524
PPP2R1A	PPP2R1A	-0.0414171534556598	10.2988575552538	-0.412496733412847	0.682460861908113	0.741171919239147	-6.84567363395931
AGL	AGL	0.0576259021460999	9.85274030234073	0.409769097261494	0.684513781870499	0.742920904822603	-6.84650794604771
ENDOD1	ENDOD1	0.0825877288720935	9.96542824021693	0.405911231949299	0.687248983248785	0.745407650435859	-6.84840560862871
CDC37	CDC37	-0.0540682679185238	10.4537234460871	-0.40268272343536	0.689601137912864	0.746993748745612	-6.84972903461537
MYO18A	MYO18A	-0.115339481020301	9.36408473467484	-0.333247977571592	0.741028244491776	0.792386225325983	-6.85020138651536
VCP	VCP	0.0446734364512853	11.2763417028619	0.400546915410771	0.691158919873232	0.748198469675794	-6.85059878736756
AGPAT3	AGPAT3	-0.051077007929571	8.71240231024098	-0.331678951261762	0.742142296923496	0.792386225325983	-6.85107941593152
EIF4A2	EIF4A2	-0.0656176548874789	9.94450890069852	-0.398555385280548	0.692612700355621	0.74928912622235	-6.85140565724193
CDIPT	CDIPT	0.0197571940635708	10.0469106462439	0.152853551220015	0.879432656695663	0.903273199043878	-6.85308677783458
USP9X;USP9Y	USP9X;USP9Y	0.0691249263389047	9.04355794857028	0.393919197920216	0.696001601108753	0.752470501134318	-6.85326857202452
SNX4	SNX4	-0.069763253091347	8.91455627126456	-0.393004911879525	0.696738760797798	0.752782740913451	-6.85333538008265
POLR2H	POLR2H	-0.0432160452653179	8.90287551950384	-0.189893499212419	0.850576214596607	0.880466994024478	-6.85345888077659
PPP2R2A;PPP2R2C	PPP2R2A;PPP2R2C	0.0621726473446635	10.0013601352975	0.391469989930231	0.697794455806867	0.753438515305293	-6.85424399219362
DNAJB2;DNAJB8	DNAJB2;DNAJB8	-0.0411799748540513	9.33270816508253	-0.318146680519233	0.752352692932637	0.801014693363284	-6.85487964230248
DHRS7	DHRS7	0.0588478916700872	10.1407631825552	0.384333180079129	0.703028708005517	0.758602314101068	-6.85705189956489
EXOC7	EXOC7	-0.0543940704338848	8.58713463070638	-0.312022065703265	0.756961631943788	0.803882719818861	-6.85819145013759
ENAH	ENAH	0.0752774756617711	9.10091817250361	0.378305292048047	0.707526415808803	0.762965222956313	-6.8590894360036
CD74	CD74	-0.0932852496966046	11.3876601756531	-0.377677540451338	0.707988492800585	0.762973478441709	-6.85953854475408
PSMA1	PSMA1	-0.0515197263923657	11.2754790097962	-0.375051345198585	0.709858145447685	0.76449764349369	-6.86062709854252
SLK	SLK	0.014334391402441	9.40733679751202	0.0912598574938893	0.927830769136854	0.941854813410385	-6.86074325482978
ATP5PO	ATP5PO	-0.0363154261132799	11.6771812858557	-0.369262503885907	0.714129872435076	0.7681015675038	-6.86281295863062
MACROH2A2	MACROH2A2	-0.10539948776314	9.67008952460667	-0.368743308643321	0.714576919857615	0.7681015675038	-6.86292388059575
MGST2	MGST2	-0.00908485749619103	10.8507878837683	-0.0464715708977848	0.963210902359406	0.966665334764759	-6.86388548327046
EXOC3	EXOC3	-0.0505463635655516	8.82040540960302	-0.365021799155861	0.717327897312594	0.770565284445198	-6.86410206570437
CSK;MATK	CSK;MATK	-0.0522060205642187	9.43857322707177	-0.357538190031572	0.722810083130191	0.775957883360352	-6.86713666761465
CTBP2	CTBP2	0.027016444547856	8.62770630856401	0.152618841532017	0.879644484928281	0.903273199043878	-6.87174113398796
ADSL	ADSL	0.0502990480175161	9.36129202045906	0.343732814892015	0.733078841379386	0.786478833658779	-6.87205026971861
RPS6KA3	RPS6KA3	-0.0757775764371544	9.37882782889295	-0.342911087991938	0.733691656720442	0.786531825747209	-6.87233667968551
TES	TES	0.0753823891138214	10.2383345764185	0.342410398233556	0.734065140527621	0.786531825747209	-6.8725108594526
PGAM1;PGAM2;PGAM4	PGAM1;PGAM2;PGAM4	0.0677230928051333	11.2279006813549	0.338109839839545	0.737275786859549	0.789468141669121	-6.87399652381345
BAX	BAX	0.0381359340801559	10.2152252854918	0.335752893654509	0.739037435050464	0.790850129668406	-6.87480283699035
ACTR1A	ACTR1A	-0.0421657079462108	10.5157964009885	-0.332236508669086	0.74166833508188	0.792386225325983	-6.87599537689471
ATP5F1C	ATP5F1C	-0.0319221901357434	11.1995519132943	-0.331311880905634	0.742360650647868	0.792386225325983	-6.87630688168474
HLA-A	HLA-A	0.061784495624293	12.0799278637488	0.326916887461602	0.745654368345953	0.795396241710836	-6.87777574679995
IDH3B	IDH3B	-0.0429727091630383	9.37223180763171	-0.323075136536743	0.748537450956169	0.797964685812957	-6.87904374110034
H3-3A;H3C1;H3-4;H3-5	H3-3A;H3C1;H3-4;H3-5	0.0484860865053029	14.0037796202448	0.318537097861375	0.751947796268006	0.801014693363284	-6.88052235321775
GAPVD1	GAPVD1	-0.0610440599458322	9.01422274513539	-0.31367469495376	0.755776915518362	0.803641191358663	-6.88102907047755
RECQL	RECQL	0.0423901375348841	10.1531525232242	0.316439067510527	0.753526184058876	0.801755679996738	-6.88119891708535
ALDH16A1	ALDH16A1	-0.0116374767606757	9.2223674947391	-0.0727677683053113	0.942424565213662	0.950919978962583	-6.88167516347588
RPS27A;UBC;UBB;UBA52	RPS27A;UBC;UBB;UBA52	-0.0608520329048883	12.7861640367203	-0.30945043776819	0.758899559839663	0.805431328047279	-6.88220591089012
PRKCD;PRKCQ	PRKCD;PRKCQ	0.0393981283238425	9.49907833999381	0.312083863143597	0.756859020625082	0.803882719818861	-6.88231109688921
FBLN2	FBLN2	0.0840304054226504	9.95360963969983	0.307769354154519	0.760112021741836	0.806208518322516	-6.88367043674262
BCAP31	BCAP31	-0.0356750006693982	11.3624887403264	-0.306188965463208	0.761252863031832	0.806908811256594	-6.88444040241139
SH3GLB2	SH3GLB2	0.0367652073657609	8.57074761641961	0.205746881869595	0.838236466239519	0.871454505768515	-6.88516192223159
YWHAG	YWHAG	0.0384707136751494	10.8521994269174	0.301262846498224	0.765026090314564	0.810396722800097	-6.88568480165674
PSMB8	PSMB8	-0.0645514733005648	10.170154497047	-0.298644918508484	0.766955632328101	0.81192844052893	-6.88675830523537
ADK	ADK	0.0525718205711279	9.19049423639524	0.295152478910246	0.769758822947109	0.8143825228281	-6.8870653883767
FN1	FN1	-0.0766677190694232	11.7993409283146	-0.291003834497037	0.772745202056437	0.817027200411056	-6.88904737509325
PTGR1	PTGR1	0.0713488691315352	9.57248630000912	0.289538479105629	0.773857007038497	0.817687800388695	-6.88947961074773
MPO	MPO	-0.0382346453253266	11.0075139053793	-0.087555614165598	0.930768300211411	0.943126117112226	-6.89014139645946
H2AZ2;H2AZ1	H2AZ2;H2AZ1	-0.034242947761383	12.4786210442603	-0.28549187751807	0.776929780605648	0.820418302916278	-6.89066195671336
ANXA5	ANXA5	-0.0401942494798462	12.8158662390671	-0.281454667784925	0.77999905371842	0.823141678939804	-6.89182505192514
FMNL1	FMNL1	0.0684225583497202	8.80160253269502	0.27961061243929	0.781449213564897	0.823636678955092	-6.89207978210687
DDX58	DDX58	0.0544047931323881	9.06464901214615	0.279846602789764	0.781222578538521	0.823636678955092	-6.89228373336324
STK10	STK10	0.0384601513001819	8.63483797874702	0.170626024703651	0.865546349950264	0.8921131501329	-6.89310995995294
VAMP7	VAMP7	-0.0461744148423584	8.87230479658818	-0.274501416939317	0.785388579743381	0.827269401122419	-6.89316706058366
IDH3A	IDH3A	0.0396331954022582	9.68460859032226	0.271584579834808	0.787517729873759	0.828992017842032	-6.89459911697683
LYN	LYN	0.0484891876894071	9.43772696776508	0.269893899422672	0.788807725692374	0.829766149682349	-6.89506440485063
PDCD4	PDCD4	-0.0541302201033602	9.9508308149326	-0.269325520062014	0.789241537249977	0.829766149682349	-6.8952201772036
PYGL	PYGL	0.067728979473646	9.71442341807417	0.262145916828592	0.794727141945726	0.834488349797919	-6.89715968879711
PALLD	PALLD	-0.0462091546988344	10.1864645408809	-0.144583971883712	0.885882398356496	0.908611207599607	-6.89738712267276
CANX	CANX	0.0301217857249423	12.0992242010488	0.252543068660536	0.802080768209578	0.841353268388361	-6.89967221742825
CRKL	CRKL	0.0288363614776852	9.77134584583371	0.252299963818134	0.802267172537085	0.841353268388361	-6.8997346120758
ACSL4	ACSL4	-0.0576640623800397	10.1989974527578	-0.249216051730608	0.804632824031264	0.843307435423529	-6.90052092327953
PPIA;PPIAL4D;PPIAL4A;PPIAL4F;PPIAL4C;NA;PPIAL4F	PPIA;PPIAL4D;PPIAL4A;PPIAL4F;PPIAL4C;NA;PPIAL4F	-0.0256865695318869	12.9915621225398	-0.243413043192894	0.809089323532708	0.847449141741371	-6.90197440020256
ABI1;ABI2	ABI1;ABI2	0.0312975078004616	10.0989009728455	0.239705170838199	0.811940229657296	0.849905015956733	-6.90288523953739
ARF5	ARF5	0.0211560763192562	10.12195801189	0.232941505205609	0.817147348251128	0.854822677703205	-6.90451083746749
SERPINB8	SERPINB8	-0.0359202365375122	8.60931113950893	-0.231397271464066	0.818375900299474	0.855042399877297	-6.90461368157374
PPP1R21	PPP1R21	0.00963550514043021	8.45327345122609	0.0535128867125848	0.957641780273615	0.963379598010425	-6.90527297621063
PURA	PURA	0.0535000832485686	10.1086621144511	0.228021725284575	0.820940230119282	0.857188212916837	-6.9056641316826
GLS	GLS	0.00234834434142961	8.81086027241518	0.00887521738861087	0.992973067707579	0.993564827581063	-6.9056684654539
SNX6	SNX6	0.033165747419412	9.43797696658926	0.223966523513658	0.824069859700552	0.859921251980875	-6.90659629733373
ACTR3;ACTR3B;ACTR3C	ACTR3;ACTR3B;ACTR3C	-0.0245618680115012	11.542399024324	-0.216300276414879	0.82999427511559	0.86556545833483	-6.90831295780878
PFKL	PFKL	-0.0184084903743127	10.8421219717928	-0.214531216388666	0.83136283689318	0.865916999468765	-6.90870062694681
RANBP3	RANBP3	0.0221588019778096	9.1114940723177	0.211335571466573	0.833871397788021	0.867503925509408	-6.909134466655
KTN1	KTN1	-0.0465110425808444	9.62854821518926	-0.211227827612729	0.833919794980455	0.867503925509408	-6.90941602571282
NIT2	NIT2	-0.0240036085935564	11.7261301567873	-0.204747973808367	0.838974661426181	0.871682213202078	-6.91052982542537
ATP5MG	ATP5MG	0.0222842611402925	11.3930914623873	0.202029930002919	0.841048915101771	0.873296925451994	-6.91134962455228
PMPCB	PMPCB	0.0287953598921487	11.1681436924627	0.197311533220038	0.844778563532039	0.876085984045888	-6.91171410233074
OPA1	OPA1	-0.0303446475463804	9.90591176048299	-0.19737216030741	0.844664297788892	0.876085984045888	-6.91229603628837
FKBP5	FKBP5	0.0495329736365449	9.35506958992759	0.196404606309036	0.845415748718993	0.87620558154271	-6.9124898707191
GNS	GNS	0.0411187304072538	10.1735886931255	0.191045110389867	0.849580839506996	0.879979166892194	-6.91354634785211
GALK1	GALK1	-0.027697552999534	9.74650726000415	-0.18728310077593	0.85250708113241	0.881921989661933	-6.91427050207099
CUL2	CUL2	0.0263081698924985	9.36106300471098	0.183471675440752	0.855473920599358	0.884094552603952	-6.91498951075738
PPM1B	PPM1B	-0.0199105212039168	9.15449452262535	-0.183232327125269	0.855660302549983	0.884094552603952	-6.91503417040248
LNPEP	LNPEP	-0.0375204607213337	8.52173163917859	-0.172067377645807	0.864422004291903	0.891635925361757	-6.91610718073996
DDAH1	DDAH1	0.0542282581645921	9.61232009023614	0.176002596998804	0.86129404516534	0.889368205309106	-6.91635572914996
PPP1R12A	PPP1R12A	0.0237066340798631	10.5399995969543	0.17182566206128	0.86455228498448	0.891635925361757	-6.91709505083
SUCLG1	SUCLG1	0.0237847521574768	9.70522576272551	0.168320512311702	0.867316043698838	0.893388734583037	-6.91765817259235
H6PD	H6PD	0.0304450079457794	9.82688625856732	0.164729024541478	0.870093534144106	0.895700210808065	-6.91831051700384
HSD17B10	HSD17B10	-0.0214275052736603	10.7545809975645	-0.163300970584969	0.871209411675002	0.896299388604368	-6.91854891930594
MGST3	MGST3	-0.0270475649188366	11.7086231256676	-0.156263845073201	0.876712064697696	0.901408179196222	-6.91969343913621
TBCA	TBCA	0.0330304852206869	9.68441797849905	0.151915956859901	0.880139936650259	0.903273199043878	-6.92012542074523
RDH14	RDH14	-0.0161614543880546	8.90315994573076	-0.141265043365565	0.888483884394178	0.910167444721065	-6.92171608284472
AGO1	AGO1	-0.0145263954681827	9.22960212144461	-0.142359360976714	0.887602650378573	0.909819810736034	-6.92180686526569
GRHPR	GRHPR	-0.0164127874216931	10.7394482666064	-0.138274450320958	0.890806435941445	0.911990247527857	-6.92239039629364
TFRC	TFRC	-0.0553163020272756	9.60992712195275	-0.134847201894361	0.893517934433843	0.914008516732488	-6.92261881943714
WDR1	WDR1	0.014743825614044	11.840687033808	0.134190956739903	0.894010969365972	0.914008516732488	-6.92295676416898
ANXA11	ANXA11	-0.0157713211048307	10.9956379328909	-0.133681423626776	0.894410954729886	0.914008516732488	-6.92302624474923
CTNND1	CTNND1	0.0162968959188277	10.4267692303884	0.121979608654382	0.903604417011268	0.922432125233011	-6.92454924576946
H1-4;H1-6	H1-4;H1-6	-0.0179203930580218	14.2806518989069	-0.121790965522497	0.903752737348603	0.922432125233011	-6.92457265695952
